bucket,paper_folder,title,authors,arxiv_id,date_published,s3_uri,error
new-pwa-1,kb-data/output/Design_of_the_AWAKE_Run_2c_transfer_lines_using_numerical_optimizers,Design of the AWAKE Run 2c transfer lines using numerical optimizers,"R. Ramjiawan, ∗ V. Bencini, † S. D¨ obert, J. Farmer, E. Gschwendtner, F. M. Velotti, L. Verra, and G. Zevi Della Porta CERN, Geneva, Switzerland; John Adams Institute for Accelerator Science at University of Oxford, Oxford, United Kingdom (Dated: March 4, 2022); With the nominal plasma electron density of 7 × 10 14 cm -3 , the maximum accelerating gradient was of order GV/m [7]. To probe the accelerating gradients of the wakefields, 18 . 84 MeV witness electron bunches were injected into the wakes [1]. The electron beam-",1710.11431,"March 4, 2022",s3://new-pwa-1/kb-data/output/Design_of_the_AWAKE_Run_2c_transfer_lines_using_numerical_optimizers/structured.json,
new-pwa-1,kb-data/output/Determination_of_the_Charge_per_Micro-Bunch_of_a_Self-Modulated_Proton_Bunch_using_a_Streak_Camera,Determination of the Charge per Micro-Bunch of a Self-Modulated Proton Bunch using a Streak Camera,"A.-M. Bachmann 1 , 2 , 3 , P. Muggli 2 , 1; 1 CERN, Geneva, Switzerland; 2 Max-Planck Institute for Physics, Munich, Germany",1911.12201,,s3://new-pwa-1/kb-data/output/Determination_of_the_Charge_per_Micro-Bunch_of_a_Self-Modulated_Proton_Bunch_using_a_Streak_Camera/structured.json,
new-pwa-1,kb-data/output/Direct_observation_of_plasma_waves_and_dynamics_induced_by_laser-accelerated_electron_beams,Direct observation of plasma waves and dynamics induced by laser-accelerated electron beams,"M. F. Gilljohann, 1, 2 H. Ding, 1, 2 A. D¨ opp, 1, 2, ∗ J. G¨ otzfried, 1, 2 S. Schindler, 1, 2 G. Schilling, 1; 3 4 5, 6 5, 7 8 4; S. Corde, A. Debus, T. Heinemann, B. Hidding, S. M. Hooker, A. Irman,",,,s3://new-pwa-1/kb-data/output/Direct_observation_of_plasma_waves_and_dynamics_induced_by_laser-accelerated_electron_beams/structured.json,
new-pwa-1,kb-data/output/Dissipation_of_electron-beam-driven_plasma_wakes,Dissipation of electron-beam-driven plasma wakes,"Rafal Zgadzaj, Zhengyan Li, M. C. Downer ∗ University of Texas at Austin, 1 University Station C1600, Austin, TX 78712-1081; A. Sosedkin, V. K. Khudyakov, and K. V. Lotov Budker Institute of Nuclear Physics, 630090 Novosibirsk, Russia and Novosibirsk State University, 630090 Novosibirsk, Russia; T. Silva and J. Vieira",1306.6327,"January 28, 2020",s3://new-pwa-1/kb-data/output/Dissipation_of_electron-beam-driven_plasma_wakes/structured.json,
new-pwa-1,kb-data/output/Downramp-assisted_underdense_photocathode_electron_bunch_generation_in_plasma_wakefield_accelerators,Downramp-assisted underdense photocathode electron bunch generation in plasma wakefield accelerators,"1 1 1 1 2 2 2 3 , 4; A. Knetsch , O. Karger , G. Wittig , H. Groth , Y. Xi , A. Deng , J.B. Rosenzweig , D.L. Bruhwiler , J. Smith 5 , D.A. Jaroszynski 6 , Z.-M. Sheng 6 , G.G. Manahan 6 , G. Xia 7 , S.P. Jamison 8 , B. Hidding 1 , 2 , 6; 1 Institute for Experimental Physics & CFEL,",1408.2494,,s3://new-pwa-1/kb-data/output/Downramp-assisted_underdense_photocathode_electron_bunch_generation_in_plasma_wakefield_accelerators/structured.json,
new-pwa-1,kb-data/output/Emittance_Growth_Due_to_Multiple_Coulomb_Scattering_in_a_Linear_Collider_Based_on_Plasma_Wakefield_Acceleration,Emittance Growth Due to Multiple Coulomb Scattering in a Linear Collider Based on Plasma Wakefield Acceleration,"O. Mete, K. Hanahoe, G. Xia, The University of Manchester, Manchester, UK; The Cockcroft Institute, Sci-Tech Daresbury, Warrington, UK; M. Labiche, Nuclear Physics Group, STFC Daresbury Laboratory, Sci-Tech Daresbury, Warrington, UK",,"September 8, 2021",s3://new-pwa-1/kb-data/output/Emittance_Growth_Due_to_Multiple_Coulomb_Scattering_in_a_Linear_Collider_Based_on_Plasma_Wakefield_Acceleration/structured.json,
new-pwa-1,kb-data/output/Emittance_Growth_in_a_Plasma_Wakefield_Accelerator,EMITTANCE GROWTH IN A PLASMA WAKEFIELD ACCELERATOR,"O. Mete ∗ , K. Hanahoe, G. Xia, The University of Manchester, Manchester, UK; The Cockcroft Institute, Sci-Tech Daresbury, Warrington, UK; M. Labiche, Nuclear Physics Group, STFC Daresbury Laboratory, Sci-Tech Daresbury, Warrington, UK",,,s3://new-pwa-1/kb-data/output/Emittance_Growth_in_a_Plasma_Wakefield_Accelerator/structured.json,
new-pwa-1,kb-data/output/Emittance_preservation_in_a_plasma-wakefield_accelerator,Emittance preservation in a plasmawakefield accelerator,"A. Lindstr¿m 1,2, *, J. Beinortait ė 1,3 , J. Bjšrklund Svensson 1 , L. Boulton 1,4,5 , J. Chappell 3 ,; Diederichs 1,6 , B. Foster 7 , J. M. Garland 1 , P. Gonz‡lez Caminal 1,6 , G. Loisch 1 , F. Pe-a 1,6 ,; Schršder 1 , M. ThŽvenet 1 , S. Wesch 1 , M. Wing 1,3 , J. C. Wood 1 , R. DÕArcy 1  & J. Osterhoff 1",,,s3://new-pwa-1/kb-data/output/Emittance_preservation_in_a_plasma-wakefield_accelerator/structured.json,
new-pwa-1,kb-data/output/Energy_Depletion_and_Re-Acceleration_of_Driver_Electrons_in_a_Plasma-Wakefield_Accelerator,Energy Depletion and Re-Acceleration of Driver Electrons in a Plasma-Wakefield Accelerator,"F. Pe˜ na, 1, 2, ∗ C. A. Lindstrøm, 1, 3 J. Beinortait˙ e, 1, 4 J. Bj¨ orklund Svensson, 1 L. Boulton, 1, 5, 6; S. Diederichs, 1, 2 B. Foster, 1, 7 J. M. Garland, 1 P. Gonz´ alez Caminal, 1, 2 G. Loisch, 1; S. Schr¨ oder, 1 M. Th´ evenet, 1 S. Wesch, 1 J. C. Wood, 1 J. Osterhoff, 1 and R. D'Arcy 1",2209.06690,,s3://new-pwa-1/kb-data/output/Energy_Depletion_and_Re-Acceleration_of_Driver_Electrons_in_a_Plasma-Wakefield_Accelerator/structured.json,
new-pwa-1,kb-data/output/Energy_Loss_of_a_High_Charge_Bunched_Electron_Beam_in_Plasma,Energy_Loss_of_a_High_Charge_Bunched_Electron_Beam_in_Plasma,,,,s3://new-pwa-1/kb-data/output/Energy_Loss_of_a_High_Charge_Bunched_Electron_Beam_in_Plasma/structured.json,
new-pwa-1,kb-data/output/Energy_recovery_in_filament-regime_plasma_wakefield_acceleration_of_positron_beams,Energy recovery in filament-regime plasma wakefield acceleration of positron beams,"Max Varverakis 1 , Robert Holtzapple 1 , Severin Diederichs 2 , Carl Schroeder 3 and Spencer Gessner 4; 1 Department of Physics, California Polytechnic State University, 1 Grand Ave, San Luis Obispo, 93407, CA, USA; 2 Deutsches Elektronen-Synchroton DESY, Notkestraße 85, 22607, Hamburg, Germany",2009.13672,,s3://new-pwa-1/kb-data/output/Energy_recovery_in_filament-regime_plasma_wakefield_acceleration_of_positron_beams/structured.json,
new-pwa-1,kb-data/output/Energy_spread_minimization_in_a_beam-driven_plasma_wakefield_accelerator,Energy spread minimization in a beam-driven plasma wakefield accelerator,"R. Pompili, 1, ∗ M.P. Anania, 1 M. Behtouei, 1 M. Bellaveglia, 1 A. Biagioni, 1 F.G. Bisesto, 1 M. Cesarini, 1, 2 E. Chiadroni, 1 A. Cianchi, 3 G. Costa, 1 M. Croia, 1 A. Del Dotto, 1 D. Di Giovenale, 1 M. Diomede, 1 F. Dipace, 1 M. Ferrario, 1 A. Giribono, 1 V. Lollo, 1 L. Magnisi, 1 M. Marongiu, 1 A. Mostacci, 2 G. Di Pirro, 1 S. Romeo, 1 A.R. Rossi, 4 J. Scifo, 1 V. Shpakov, 1 C. Vaccarezza, 1 F. Villa, 1 and A. Zigler 1, 5; Laboratori Nazionali di Frascati, Via Enrico Fermi 54, 00044 Frascati, Italy; Sapienza University, Piazzale Aldo Moro 5, 00185 Rome, Italy",,"June 3, 2020",s3://new-pwa-1/kb-data/output/Energy_spread_minimization_in_a_beam-driven_plasma_wakefield_accelerator/structured.json,
new-pwa-1,kb-data/output/Enhanced_electron_yield_from_a_laser-plasma_accelerator_using_high-Z_gas_jet_targets,Enhanced electron yield from a laser-plasma accelerator using high-Z gas jet targets,"Mohammad Mirzaie 1 , Nasr A. M. Hafz 1,* , Song Li 1 , Thomas Sokollik 1 , Fei He 2 , Ya Cheng 2 ,; Zhengming Sheng and Jie Zhang 1,*; 1 Key Laboratory for Laser Plasmas (Ministry of Education) and Department of Physics and Astronomy, Shanghai Jiao Tong University, Shanghai 200240, China",,,s3://new-pwa-1/kb-data/output/Enhanced_electron_yield_from_a_laser-plasma_accelerator_using_high-Z_gas_jet_targets/structured.json,
new-pwa-1,kb-data/output/EuPRAXIASPARC_LAB_Status_Update,EuPRAXIA@SPARC LAB Status Update,"c Universit` a degli studi di Roma 'Sapienza', P.le Aldo Moro 2, 00185 Rome, Italy d ENEA Frascati, Via E. Fermi 45, 00044 Frascati, Italy e University of Rome Tor Vergata, and INFN Sezione di Roma Tor Vergata, Via della Ricerca Scientifica 1, 00133 Roma, Italy; f CNR Istituto Struttura della Materia and Elettra Sincrotrone Trieste, Basovizza Area Science Park, 34149 Trieste, Italy g Elettra Sincrotrone Trieste, Basovizza Area Science Park, 34149 Trieste, Italy; h International Centre for Material Science Superstripes, RICMASS, Via dei Sabelli 119A,",,,s3://new-pwa-1/kb-data/output/EuPRAXIASPARC_LAB_Status_Update/structured.json,
new-pwa-1,kb-data/output/Evidence_for_high-energy_and_low-emittance_electron_beams_using_ionization_injection_of_charge_in_a_plasma_wakefield_accelerator,Evidence for high-energy and low-emittance electron beams using ionization injection of charge in a plasma wakefield accelerator,"N Vafaei-Najafabadi , W An , C E Clayton , C Joshi , K A Marsh , W B  Mori , E C Welch , W Lu 2 , E Adli 3,4 , J Allen 3 , C I Clarke 3 , S Corde 3,5 , J Frederico 3 , S J Gessner 3 , S Z Green 3 , M J Hogan 3 , M D Litos 3 , and V Yakimenko 3; 1 University of California Los Angeles, Los Angeles, CA 90095, USA; 2 Department of Engineering Physics, Tsinghua University, Beijing 100084, China",,,s3://new-pwa-1/kb-data/output/Evidence_for_high-energy_and_low-emittance_electron_beams_using_ionization_injection_of_charge_in_a_plasma_wakefield_accelerator/structured.json,
new-pwa-1,kb-data/output/Evolution_of_a_plasma_column_measured_through_modulation_of_a_high-energy_proton_beam,Evolution of a plasma column measured through modulation of a high-energy proton beam,"S. Gessner, 1 E. Adli, 2 A. Ahuja, 1 O. Apsimon, 3, 4 R. Apsimon, 5, 4 A.-M. Bachmann, 1, 6, 7; Batsch, 1, 6, 7 C. Bracco, 1 F. Braunm¨ uller, 6 S. Burger, 1 G. Burt, 5, 4 B. Buttensch¨ on, 8 A. Caldwell, 6 J. Chappell, 9 E. Chevallay, 1 M. Chung, 10 D. Cooke, 9 H. Damerau, 1; Demeter, 11 L.H. Deubner, 12 A. Dexter, 5, 4 S. Doebert, 1 J. Farmer, 13 V.N. Fedosseev, 1 R. Fiorito, 14, 4 R.A. Fonseca, 15 F. Friebel, 1 L. Garolfi, 1 B. Goddard, 1 I. Gorgisyan, 1",1308.1145,"June 18, 2020",s3://new-pwa-1/kb-data/output/Evolution_of_a_plasma_column_measured_through_modulation_of_a_high-energy_proton_beam/structured.json,
new-pwa-1,kb-data/output/Evolution_of_equilibrium_particle_beams_under_external_wakefields,Evolution of equilibrium particle beams under external wakefields,"Novosibirsk State University, Novosibirsk, 630090, Russia; Novosibirsk State University, Novosibirsk, 630090, Russia; Keywords : charged particle beam, plasma, equilibrium, plasma wakefield acceleration, numerical simulations.",,,s3://new-pwa-1/kb-data/output/Evolution_of_equilibrium_particle_beams_under_external_wakefields/structured.json,
new-pwa-1,kb-data/output/Evolution_of_longitudinal_plasma-density_profiles_in_discharge_capillaries_for_plasma_wakefield_accelerators,Evolution of longitudinal plasma-density profiles in discharge capillaries for plasma wakefield accelerators,"J.M. Garland, 1, a) G. Tauscher, 1 S. Bohlen, 1 G.J. Boyle, 1 R. D'Arcy, 1 L. Goldberg, 1 K. Põder, 1 L. Schaper, 1 B.; Schmidt, 1 and J. Osterhoff 1; Deutsches Elektronen-Synchrotron DESY, Notkestraße 85, 22607, Hamburg, Germany",,,s3://new-pwa-1/kb-data/output/Evolution_of_longitudinal_plasma-density_profiles_in_discharge_capillaries_for_plasma_wakefield_accelerators/structured.json,
new-pwa-1,kb-data/output/Experimental_Observation_of_Motion_of_Ions_in_a_Resonantly_Driven_Plasma_Wakefield_Accelerator,Experimental Observation of Motion of Ions in a Resonantly Driven Plasma Wakefield Accelerator,"M. Turner, 1 E. Walter, 2, 3 C. Amoedo, 1 N. Torrado, 1, 4 N. Lopes, 4 A. Sublet, 1 M. Bergamaschi, 5 J. Pucek, 5 J. Mezger, 5 N. van Gils, 1 L. Verra, 1, ∗ G. Zevi Della 1, 5 5 1, 5 6 1 5; Porta, J. Farmer, A. Clairembaud, F. Pannell, E. Gschwendtner, and P. Muggli; 1 CERN, 1211 Geneva 23, Switzerland",,"February 28, 2025",s3://new-pwa-1/kb-data/output/Experimental_Observation_of_Motion_of_Ions_in_a_Resonantly_Driven_Plasma_Wakefield_Accelerator/structured.json,
new-pwa-1,kb-data/output/Exploration_of_Helicon_Plasmas_for_Wakefield_Accelerators_at_the_Madison_AWAKE_Prototype,Exploration of Helicon Plasmas for Wakefield Accelerators at the Madison AWAKE Prototype,"Marcel Granetzny, 1 Barret Elward, 1 Michael Zepp, 1 Maxwell Loughan, 1 and Oliver Schmitz 1; Department of Nuclear Engineering and Engineering Physics, University of Wisconsin - Madison, Madison, Wisconsin, 53706, USA; Keywords: helicon, wakefield acceleration, high-density, multi-antenna",2502.02733,,s3://new-pwa-1/kb-data/output/Exploration_of_Helicon_Plasmas_for_Wakefield_Accelerators_at_the_Madison_AWAKE_Prototype/structured.json,
new-pwa-1,kb-data/output/FEL_performance_and_tolerance_studies_of_the_EuPRAXIASPARC_LAB_beamline_AQUA,Abstract,"Keywords: free-electron laser, magnet undulators, beam dynamics; In order to assess the AQUA FEL performance as a function of the electron beam parameters at undulator entrance, the saturation length is analyzed with the semi-analytical 1 formulae [6, 7, 8, 9]. Given the essential role of emittance - assumed equal in transverse; Federico Nguyen a,b, ∗ , Luca Giannessi b,c , Michele Opromolla b , Alberto Petralia a,b",,"August 8, 2025",s3://new-pwa-1/kb-data/output/FEL_performance_and_tolerance_studies_of_the_EuPRAXIASPARC_LAB_beamline_AQUA/structured.json,
new-pwa-2,kb-data/output/FLASHForward_Plasma-wakefield_accelerator_science_for_high-average-power_applications,rsta.royalsocietypublishing.org,"plasma wakefield acceleration, electrons, high average power; D'Arcy 1 , A. Aschikhin 1 , 2 , S. Bohlen 1 , 2 ,; Boyle 1 , T. Brümmer 1 , J. Chappell 3 ,",,,s3://new-pwa-2/kb-data/output/FLASHForward_Plasma-wakefield_accelerator_science_for_high-average-power_applications/structured.json,
new-pwa-2,kb-data/output/Few-femtosecond_Electron_Beam_with_THz-frequency_Wakefield-driven_Compression,Few-femtosecond Electron Beam with THz-frequency Wakefield-driven Compression,"Lingrong Zhao 1 , 2 , Tao Jiang 1 , 2 , Chao Lu 1 , 2 , Rui Wang 1 , 2 , Zhe Wang 1 , 2 , Pengfei Zhu 1 , 2 , Yanchao Shi 3 ,; Wei Song 3 , Xiaoxin Zhu 3 , Chunguang Jing 4 , Sergey Antipov 4 , Dao Xiang 1 , 2 , 5 ∗ and Jie Zhang 1 , 2 †; 1 Key Laboratory for Laser Plasmas (Ministry of Education),",,"November 11, 2021",s3://new-pwa-2/kb-data/output/Few-femtosecond_Electron_Beam_with_THz-frequency_Wakefield-driven_Compression/structured.json,
new-pwa-2,kb-data/output/First_emittance_measurement_of_the_beam-driven_plasma_wakefield_accelerated_electron_beam,First emittance measurement of the beam-driven plasma wakefield accelerated electron beam,"V. Shpakov, 1, ∗ M.P. Anania, 1 M. Behtouei, 1 M. Bellaveglia, 1 A. Biagioni, 1 M. Cesarini, 1, 2 E. Chiadroni, 1 A. Cianchi, 3 G. Costa, 1 M. Croia, 1 A. Del Dotto, 1 M. Diomede, 1 F. Dipace, 1 M.; Ferrario, 1 M. Galletti, 1 A. Giribono, 1 A. Liedl, 1 V. Lollo, 1 L. Magnisi, 1 A. Mostacci, 2 G. Di Pirro, 1; L. Piersanti, 1 R. Pompili, 1 S. Romeo, 1 A.R. Rossi, 4 J. Scifo, 1 C. Vaccarezza, 1 F. Villa, 1 and A. Zigler 1, 5",,"April 12, 2021",s3://new-pwa-2/kb-data/output/First_emittance_measurement_of_the_beam-driven_plasma_wakefield_accelerated_electron_beam/structured.json,
new-pwa-2,kb-data/output/First_fully_kinetic_three-dimensional_simulation_of_the_AWAKE_baseline_scenario,First fully kinetic three-dimensional simulation of the AWAKE baseline scenario,"Ludwig-Maximilians-Universit¨ at, 80539 Munich, Germany; Budker Institute of Nuclear Physics, Novosibirsk, 630090, Russia Novosibirsk State University, Novosibirsk, 630090, Russia; Ludwig-Maximilians-Universit¨ at, 80539 Munich, Germany",,,s3://new-pwa-2/kb-data/output/First_fully_kinetic_three-dimensional_simulation_of_the_AWAKE_baseline_scenario/structured.json,
new-pwa-2,kb-data/output/Flat_beam_plasma_wakefield_accelerator,Flat beam plasma wakefield accelerator,"Department of Physics and Astronomy University of California, Los Angeles; Los Angeles, USA pkmanwani@ucla.edu; Department of Physics and Astronomy University of California, Los Angeles Los Angeles, USA havynancelin@g.ucla.edu",2018.0173,,s3://new-pwa-2/kb-data/output/Flat_beam_plasma_wakefield_accelerator/structured.json,
new-pwa-2,kb-data/output/Flat_bubble_regime_and_laminar_plasma_flow_in_a_plasma_wake_field_accelerator,Flat bubble regime and laminar plasma flow in a plasma wake field accelerator.,"School of Physics and Engineering, ITMO University, 197101 St. Petersburg, Russia; (Dated: April 20, 2022); One of the main difficulties that is common to all wakefield accelerators be it a plasma based or a structure based (dielectric loaded or corrugated structures [24-26]) machines is the beam beak-up instability that directly affects the efficiency of the accelerator [27-29]. Many mechanisms and approaches including ion motion [21] BNS damping [20, 22] and other methods of resonance illumination has been investigated.",1901.10370,"April 20, 2022",s3://new-pwa-2/kb-data/output/Flat_bubble_regime_and_laminar_plasma_flow_in_a_plasma_wake_field_accelerator/structured.json,
new-pwa-2,kb-data/output/Future_Opportunities_with_Lepton-Hadron_Collisions,Future Opportunities with Lepton-Hadron Collisions ∗,"Contact persons: Allen Caldwell, 1 Silvia Dalla Torre, 2 Rolf Ent, 3 Aharon Levy, 4 Paul Newman, 5 Fred Olness 6 and Juan Rojo 7 , 8; 1 Max Planck Institute for Physics, Munich, Germany 2 INFN - Sezione di Rrieste, I-34149, Trieste, Italy; 3 Thomas Jefferson National Accelerator Facility, Newport News, VA 23606, USA",1812.08110,"March 25, 2025",s3://new-pwa-2/kb-data/output/Future_Opportunities_with_Lepton-Hadron_Collisions/structured.json,
new-pwa-2,kb-data/output/Future_colliders_based_on_a_modulated_proton_bunch_driven_plasma_wakefield_acceleration,FUTURE COLLIDERS BASED ON A MODULATED PROTON BUNCH DRIVEN PLASMA WAKEFIELD ACCELERATION,"Guoxing Xia 1,2 , Allen Caldwell 3 , Patric Muggli 3; 1. School of Physics and Astronomy, the University of Manchester, Manchester, U.K. 2. The Cockcroft Institute, Daresbury, U.K. 3. Max Planck Institute for Physics, Munich, Germany; And  then,  do  we  have  other  options  to  compress  the bunch? Yes, ask plasma for help.",,,s3://new-pwa-2/kb-data/output/Future_colliders_based_on_a_modulated_proton_bunch_driven_plasma_wakefield_acceleration/structured.json,
new-pwa-2,kb-data/output/Generation_of_10-m-lengthscale_plasma_columns_by_resonant_and_off-resonant_laser_pulses,Generation of 10-m-lengthscale plasma columns by resonant and off-resonant laser pulses,"a, ∗ b,1 , M. ´ a b,c b c; G. Demeter , J. T. Moody A. Kedves , F. Batsch , M. Bergamaschi , V. Fedosseev , E. Granados c , P. Muggli b , H. Panuganti c , G. Zevi Della Porta b,c; Wigner Research Centre for Physics, Budapest, Hungary b Max Planck Institute for Physics, Munich, Germany c CERN, Geneva, Switzerland",,"August 16, 2023",s3://new-pwa-2/kb-data/output/Generation_of_10-m-lengthscale_plasma_columns_by_resonant_and_off-resonant_laser_pulses/structured.json,
new-pwa-2,kb-data/output/Generation_of_High_Brightness_Electron_Beams_via_Ionization_Induced_Injection_by_Transverse_Colliding_Lasers_in_a_Beam-Driven_Plasma_Wakefield_Accelerator,Generation of High Brightness Electron Beams via Ionization Induced Injection by Transverse Colliding Lasers in a Beam-Driven Plasma Wakefield Accelerator,"F. Li, 1 J. F. Hua, 1 X. L. Xu, 1 C. J. Zhang, 1 L. X. Yan, 1 Y. C. Du, 1 W. H. Huang, 1 H. B. Chen, 1 C. X. Tang, 1 W. Lu, 1, 2, ∗ C. Joshi, 2 W. B. Mori, 2 and Y. Q. Gu 3; 1 Key Laboratory of Particle and Radiation Imaging of Ministry of Education, Tsinghua University, Beijing 100084, China; 2 University of California Los Angeles, Los Angeles, California 90095, USA",,"August 14, 2018",s3://new-pwa-2/kb-data/output/Generation_of_High_Brightness_Electron_Beams_via_Ionization_Induced_Injection_by_Transverse_Colliding_Lasers_in_a_Beam-Driven_Plasma_Wakefield_Accelerator/structured.json,
new-pwa-2,kb-data/output/Generation_of_a_wakefield_undulator_in_plasma_with_transverse_density_gradient,Generation of a wakefield undulator in plasma with transverse density gradient ∗,"SLAC National Accelerator Laboratory, Menlo Park, CA 94025, USA; An ultra-relativistic electron driver bunch is moving with v = c along the z -axis. The electron beam distribution is assumed axisymmetric,; where ξ = t -z , r = √ x 2 + y 2 , and the functions f ( r ) and g ( ξ ) are normalized by unity, 2 π ∫ ∞ 0 rdrf ( r ) = 1,",,,s3://new-pwa-2/kb-data/output/Generation_of_a_wakefield_undulator_in_plasma_with_transverse_density_gradient/structured.json,
new-pwa-2,kb-data/output/Generation_of_meter-scale_hydrogen_plasmas_and_efficient_pump-depletion-limited_wakefield_excitation_using_10_GeV_electron_bunches,"Generation of meter-scale hydrogen plasmas and efficient, pump-depletion-limited wakefield excitation using 10 GeV electron bunches","Generation of meter-scale hydrogen plasmas and efficient, pump-depletion-limited wakefield excitation using 10 GeV electron bunches; C. Zhang 1 , D. Storey 2 , P. San Miguel Claveria 3 , Z. Nie 1 , K. A. Marsh 1 , M. Hogan 2 , W. B. Mori 1 , 4 , E. Adli 5 , W. An 6 , R. Ariniello 2 , G. J. Cao 5 , C. Clarke 2 , S. Corde 3 , T. Dalichaouch 4 , C. E. Doss 7 , C. Emma 2 , H. Ekerfelt 2 , E. Gerstmayr 2 , 8 , S. Gessner 2 , C. Hansel 7 , A. Knetsch 2 , 3 , V. Lee 7 , F. Li 4 , M. Litos 7 , B. O'Shea 2 , G. White 2 , G. Yocky 2 , V. Zakharova 3 , and Chan Joshi 1; 1 Department of Electrical and Computer Engineering, University of California Los Angeles, Los Angeles, CA 90095, USA",2305.09581,,s3://new-pwa-2/kb-data/output/Generation_of_meter-scale_hydrogen_plasmas_and_efficient_pump-depletion-limited_wakefield_excitation_using_10_GeV_electron_bunches/structured.json,
new-pwa-2,kb-data/output/HALHF_a_hybrid_asymmetric_linear_Higgs_factory_using_plasma-_and_RF-based_acceleration,"HALHF: a hybrid, asymmetric, linear Higgs factory using plasma- and RF-based acceleration","HALHF: a hybrid, asymmetric, linear Higgs factory using plasma- and RF-based acceleration; Brian Foster, University of Oxford/DESY, brian.foster@physics.ox.ac.uk Richard D'Arcy, University of Oxford, richard.darcy@physics.ox.ac.uk Carl A. Lindstrøm, University of Oslo, c.a.lindstrom@fys.uio.no",2312.04975,,s3://new-pwa-2/kb-data/output/HALHF_a_hybrid_asymmetric_linear_Higgs_factory_using_plasma-_and_RF-based_acceleration/structured.json,
new-pwa-2,kb-data/output/High-order_exponential_solver_method_for_particle-in-cell_simulations,Abstract,"The other approach yielded the most accurate methods available, which are taking advantage of the analytical solution of the Maxwell-equations in spectral space (pseudospectral analytical time domain, PSATD), which usually involves fast; Fourier transform on uniform spatial grids [21, 22, 23, 24, 25, 26] or discrete Hankel-Bessel transforms in the well known FBPIC code [23]. The drawback of these methods is that their solutions are non-local, and relies on the boundary conditions that the basis provides, and parallelizing them with domain decompositions requires a di ffi cult and special implementation or a compromise on accuracy.; Szil´ ard Majorosi a, ∗ , Nasr A.M. Hafz a,b , Zsolt L´ ecz a",2001.6818,"January 28, 2026",s3://new-pwa-2/kb-data/output/High-order_exponential_solver_method_for_particle-in-cell_simulations/structured.json,
new-pwa-2,kb-data/output/High-quality_positrons_from_a_multi-proton_bunch_driven_hollow_plasma_wakefield_accelerator,High-quality positrons from a multi-proton bunch driven hollow plasma wakefield accelerator,"Y. Li 1,2 , G. Xia 1,2 , K. V. Lotov 3,4 , A. P. Sosedkin 3,4 , Y. Zhao 1; 1 University of Manchester, Manchester, UK; 2 Cockcroft Institute, Daresbury, UK",,,s3://new-pwa-2/kb-data/output/High-quality_positrons_from_a_multi-proton_bunch_driven_hollow_plasma_wakefield_accelerator/structured.json,
new-pwa-2,kb-data/output/High_average_gradient_in_a_laser-gated_multistage_plasma_wakefield_accelerator,High average gradient in a laser-gated multistage plasma wakefield accelerator,"A. Knetsch, 1, ∗ I.A. Andriyash, 1 M. Gilljohann, 1 O. Kononenko, 1 A. Matheron, 1; Y. Mankovska, P. San Miguel Claveria, V. Zakharova, E. Adli, and S. Corde; 1 LOA, ENSTA Paris, CNRS, Ecole Polytechnique, Institut Polytechnique de Paris, 91762 Palaiseau, France",2104.14460,"October 6, 2022",s3://new-pwa-2/kb-data/output/High_average_gradient_in_a_laser-gated_multistage_plasma_wakefield_accelerator/structured.json,
new-pwa-2,kb-data/output/High_brightness_symmetric_electron_bunch_generation_in_a_plasma_wakefield_accelerator_via_a_radially-polarized_plasma_photocathode,"High brightness, symmetric electron bunch generation in a plasma wakefield accelerator via a radially-polarized plasma photocathode","High brightness, symmetric electron bunch generation in a plasma wakefield accelerator via a radially-polarized plasma photocathode; J. Chappell, 1, ∗ E. Archer, 1, † R. Walczak, 1, 2 and S. M. Hooker 1; 1 John Adams Institute for Accelerator Science and Department of Physics,",2403.05871,"September 11, 2025",s3://new-pwa-2/kb-data/output/High_brightness_symmetric_electron_bunch_generation_in_a_plasma_wakefield_accelerator_via_a_radially-polarized_plasma_photocathode/structured.json,
new-pwa-2,kb-data/output/High_efficiency_uniform_positron_beam_loading_in_a_hollow_channel_plasma_wakefield_accelerator,High efficiency uniform positron beam loading in a hollow channel plasma wakefield accelerator,"Shiyu Zhou, Jianfei Hua, and Wei Lu ∗ Department of Engineering Physics, Tsinghua University, Beijing 100084, China; Qianqian Su, Warren B. Mori, and Chan Joshi University of California Los Angeles, Los Angeles, California 90095, USA",,,s3://new-pwa-2/kb-data/output/High_efficiency_uniform_positron_beam_loading_in_a_hollow_channel_plasma_wakefield_accelerator/structured.json,
new-pwa-2,kb-data/output/High_efficiency_uniform_wakefield_acceleration_of_a_positron_beam_using_stable_asymmetric_mode_in_a_hollow_channel_plasma,High efficiency uniform wakefield acceleration of a positron beam using stable asymmetric mode in a hollow channel plasma,"Shiyu Zhou, Jianfei Hua, and Wei Lu ∗; Department of Engineering Physics, Tsinghua University, Beijing 100084, China; Beijing Normal University, Beijing 100875, China",1610.03289,"June 10, 2021",s3://new-pwa-2/kb-data/output/High_efficiency_uniform_wakefield_acceleration_of_a_positron_beam_using_stable_asymmetric_mode_in_a_hollow_channel_plasma/structured.json,
